CD_PROGRAMA_IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;AN_BASE_PRODUCAO;ID_ADD_PRODUCAO_INTELECTUAL;ID_TIPO_PRODUCAO;ID_SUBTIPO_PRODUCAO;DS_NATUREZA;NM_EDITORA;NM_CIDADE;NM_PAIS;DS_IDIOMA;NR_PAGINAS;DS_ISBN_ISSN;DS_DIVULGACAO;DS_URL;DS_OBSERVACOES;IN_GLOSA
33002010225P1;TECNOLOGIA EM QUIMICA E BIOQUIMICA;USP;UNIVERSIDADE DE SAO PAULO;2017;21957134;2;10;CONGRESSO;NRNBERGMESSE BRASIL;-;-;PORTUGUES;-;-;OUTRO;-;-;0
33002010225P1;TECNOLOGIA EM QUIMICA E BIOQUIMICA;USP;UNIVERSIDADE DE SAO PAULO;2017;21957163;2;10;MINISTROU PALESTRA;AGILENT TECHNOLOGIES;-;BRASIL;PORTUGUES;-;-;OUTRO;-;-;0
31003010074P8;ESTUDOS DE LITERATURA;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;21957272;2;10;APRESENTACAO DO N. 42 DO PERIODICO MATRAGA;UERJ;RIO;-;PORTUGUES;-;-;MEIO DIGITAL;HTTP://WWW.E-PUBLICACOES.UERJ.BR/INDEX.PHP/MATRAGA/INDEX;-;0
31003010074P8;ESTUDOS DE LITERATURA;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;21957641;2;10;ORELHA DE LIVRO;EDUFF;NITEROI;BRASIL;PORTUGUES;-;ISBN: 978-85-;IMPRESSO;-;-;0
31003010074P8;ESTUDOS DE LITERATURA;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;21957769;2;10;ORGANIZACAO DE PERIODICO;UFF;NITEROI;BRASIL;PORTUGUES;959;23584114;MEIO DIGITAL;HTTP://WWW.GRAGOATA.UFF.BR/INDEX.PHP/GRAGOATA/ISSUE/VIEW/32/SHOWTOC;-;0
31003010074P8;ESTUDOS DE LITERATURA;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;21957770;2;10;APRESENTACAO DE PERIODICO;UFF;NITEROI;BRASIL;PORTUGUES;959;23584114;MEIO DIGITAL;HTTP://WWW.GRAGOATA.UFF.BR/INDEX.PHP/GRAGOATA/ISSUE/VIEW/32/SHOWTOC;-;0
31003010074P8;ESTUDOS DE LITERATURA;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;21957792;2;10;APRESENTACAO DE LIVRO;7 LETRAS;-;-;PORTUGUES;-;9788542105926;IMPRESSO;-;-;0
31003010074P8;ESTUDOS DE LITERATURA;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;21957807;2;10;APRESENTACAO DE LIVRO;ATELIE EDITORIAL;COTIA, SP;BRASIL;PORTUGUES;255;9788574807652;IMPRESSO;-;-;0
15025012070P0;LETRAS;UNIFESSPA;UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA;2017;21959931;2;10;REVISAO DE TRADUCAO;LUMME EDITOR;SAO PAULO;BRASIL;PORTUGUES;170;8582342438;IMPRESSO;-;-;0
33002029007P0;PATOLOGIA;USP/RP;UNIVERSIDADE DE SAO PAULO ( RIBEIRAO PRETO );2017;21960331;2;10;COLABORACAO EM ARTIGO CIENTIFICO INTERNACIONAL;DOI: 10.1183/13993003.00936-2017.;"EUR RESPIR J. 2017 - 31;50(2)";INGLATERRA;INGLES;3;-;MEIO DIGITAL;-;-;0
30001013040P7;BIODIVERSIDADE TROPICAL;UFES;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;2017;21961077;2;10;MATERIAL DIDATICO;FIELD MUSEUM;CHICAGO;BRASIL;PORTUGUES;8;-;MEIO DIGITAL;HTTP://FIELDGUIDES.FIELDMUSEUM.ORG/GUIDES/GUIDE/798;-;0
32010010042P4;ADMINISTRACAO PUBLICA;UFVJM;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;2017;21962227;2;10;LIVRO;NO PRELO;DIAMANTINA;BRASIL;PORTUGUES;182;9788561330552;VARIOS;WWW.UFVJM.EDU.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21979860;2;10;EDITORIA;LAPLAGE - UFSCAR;SOROCABA;BRASIL;PORTUGUES;8;2446-6220;MEIO DIGITAL;HTTP://WWW.LAPLAGEEMREVISTA.UFSCAR.BR/INDEX.PHP/LPG/ARTICLE/VIEW/398/582;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21979866;2;10;ARTIGO PUBLICADO EM BLOG;ARTIGO PUBLICADO EM BLOG;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://BRICANDOCPALAVRAS.BLOGSPOT.COM.BR/;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21979998;2;10;ARTIGO PUBLICADO NO BLOG CONFESSO QUE LI: QUASE-ANALISE LITERARIA;ARTIGO PUBLICADO NO BLOG CONFESSO QUE LI: QUASE-ANALISE LITERARIA;-;BRASIL;PORTUGUES;01;-;MEIO DIGITAL;HTTP//QUELICONFESSO.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980021;2;10;EDITORIA;UNIVERSIDADE FEDERAL DE S. CARLOS;SOROCABA;BRASIL;PORTUGUES;143;2446-6220;MEIO DIGITAL;HTTP://WWW.LAPLAGEEMREVISTA.UFSCAR.BR/INDEX.PHP/LPG/ISSUE/VIEW/14;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980028;2;10;EDUCACAO E DIVULGACAO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980038;2;10;EDUCACAO E DIVULGACAO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980042;2;10;EDUCACAO E DIVULGACAO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980081;2;10;EDUCACAO E DIVULGACAO;WWW.CASEIRICES.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;WWW.CASEIRICES.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980154;2;10;EDUCACAO E DIVULGACAO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980159;2;10;ARTIGO PUBLICADO NO BLOG CONFESSO QUE LI: QUASE-ANALISE LITERARIA;HTTP://WWW.BOQNEWS.COM/COLUNAS/O-CRUEL-REALISMO-DO-CAIS-DO-PORTO-OS-VIRA-LATAS-DA-MADRUGADA/;-;BRASIL;PORTUGUES;01;-;MEIO DIGITAL;HTTP://WWW.BOQNEWS.COM/COLUNAS/O-CRUEL-REALISMO-DO-CAIS-DO-PORTO-OS-VIRA-LATAS-DA-MADRUGADA/;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980161;2;10;ARTIGO PUBLICADO EM BLOG BAIA DA LUSOFONIA, LISBOA;HTTP://BAIADALUSOFONIA.BLOGSPOT.COM.BR/2017/08/O-CRUEL-REALISMO-DO-CAIS-DO-PORTO-OS.HTML;-;BRASIL;PORTUGUES;01;-;MEIO DIGITAL;HTTP://BAIADALUSOFONIA.BLOGSPOT.COM.BR/2017/08/O-CRUEL-REALISMO-DO-CAIS-DO-PORTO-OS.HTML;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980162;2;10;ARTIGO PUBLICADO EM BLOG DAS LETRAS - LITERATURA, LISBOA;HTTP://WWW.DASLETRAS.COM/CURTAS-E-EVENTOS/O-CRUEL-REALISMO-DO-CAIS-DO-PORTO-OS-VIRA-LATAS-DA-MADRUGADA-DE-ADELTO-GONCALVES-POR-MAURICIO-SILVA/;-;BRASIL;PORTUGUES;01;-;MEIO DIGITAL;HTTP://WWW.DASLETRAS.COM/CURTAS-E-EVENTOS/O-CRUEL-REALISMO-DO-CAIS-DO-PORTO-OS-VIRA-LATAS-DA-MADRUGADA-DE-ADELTO-GONCALVES-POR-MAURICIO-SILVA/;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980172;2;10;EDUCACAO E DIVULGACAO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980305;2;10;EDUCACAO E DIVULGACAO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980362;2;10;ARTIGO PUBLICADO EM BLOG;HTTP//QUELICONFESSO.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;01;-;MEIO DIGITAL;HTTP//QUELICONFESSO.BLOGSPOT.COM.BR;-;0
33092010002P2;EDUCACAO;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21980400;2;10;RESENHA;FAJE;BELO HORIZONTE;BRASIL;PORTUGUES;10;01034332;IMPRESSO;-;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982590;2;10;EDUCACAO E DIVULGACAO;HTTP://BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982591;2;10;EDUCACAO E DIVULGACAO;HTTP://BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982598;2;10;EDUCACAO E DIVULGACAO;HTTP://BLOGANAHADDAD.BLOGSPOT.COM.BR.;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982600;2;10;EDUCACAO E DIVULGACAO;HTTP://BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;IMPRESSO;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982629;2;10;EDUCACAO E DIVULGACAO;HTTP://WWW.CASEIRICES.COM.BR.;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;WWW.CASEIRICES.COM.BR;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982648;2;10;TEXTO EM PUBLICACAO;PEMPAL IACOP;BUDAPESTE;BRASIL;PORTUGUES;4;-;VARIOS;HTTPS://WWW.PEMPAL.ORG/SITES/PEMPAL/FILES/FILEFIELD_PATHS/NEWSPAPER_IN_ENG-END.PDF;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982695;2;10;EDUCACAO E DIVULGACAO;HTTP://BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
33092010012P8;GESTAO E PRATICAS EDUCACIONAIS;UNINOVE;UNIVERSIDADE NOVE DE JULHO;2017;21982705;2;10;EDUCACAO E DIVULGACAO;HTTP://BLOGANAHADDAD.BLOGSPOT.COM.BR;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;BLOGANAHADDAD.BLOGSPOT.COM.BR;-;0
41002016019P5;ENGENHARIA MECANICA;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;2017;21984172;2;10;PREFACIO NA SPECIAL ISSUE ACE-X 2016 DA REVISTA LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES.;LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES;-;-;INGLES;-;1679-7817;VARIOS;HTTP://WWW.LAJSS.ORG/INDEX.PHP/LAJSS/ISSUE/VIEW/130;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984837;2;10;DISSERTACAO;UFRJ;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984844;2;10;COMPLETO;INSTITUTO MOREIRA SALLES;-;-;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://IMS.COM.BR/POR-DENTRO-ACERVOS/ELEGANCIA-BRASILEIRA/;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984849;2;10;COMPLETO;CENTRO CULTURAL YVES ALVES/SESIMINAS;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984873;2;10;TEXTO DE FOLDER;CENTRO CULTURAL BANCO DO BRASIL;RIO DE JANEIRO;BRASIL;PORTUGUES;4;-;IMPRESSO;HTTP://CULTURABANCODOBRASIL.COM.BR/PORTAL/WP-CONTENT/UPLOADS/2017/01/ABRAHAM-PALATNIK-FOLDER.PDF;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984881;2;10;COMPLETO;GALERIA DA ESCOLA DE BELAS ARTES DA UFMG;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984885;2;10;PESQUISA, ORGANIZACAO E APRESENTACAO;NAO SE APLICA (INEDITO);-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984962;2;10;"OBRA NO CATALOGO DA EXPOSICAO ""IN MEMORIAM""";EDITORA TAMANDUA;-;-;PORTUGUES;-;-;IMPRESSO;HTTPS://ISSUU.COM/RLPROD/DOCS/IN_MEMORIAM_CATALOGO_WEB_300DPI_AJU;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984963;2;10;CATALAGO COM TEXTO E IMAGENS DE OBRAS.;CATALOGO PATROCINADO PELO PROMIC - PREFEITURA LONDRINA;-;-;PORTUGUES;-;-;MEIO DIGITAL;HTTP://PASSAGEIRA16.COM/;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984971;2;10;TEXTO PARA CATALOGO;TRANSARTE BRAZIL;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984976;2;10;POSTER;UFRJ;-;-;PORTUGUES;-;-;OUTRO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21984999;2;10;ENSAIO;BAZAR DO TEMPO;RIO DE JANEIRO;BRASIL;PORTUGUES;300;9788569924265;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985020;2;10;TEXTO DE APRESENTACAO DE EXPOSICAO;CAL-UNB;BRASILIA;BRASIL;PORTUGUES;2;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985027;2;10;TEXTO DE FOLDER;SIM GALERIA;CURITIBA;BRASIL;PORTUGUES;8;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985031;2;10;TEXTO DE CATALOGO;AUTOMATICA;RIO DE JANEIRO;BRASIL;PORTUGUES;48;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985033;2;10;COMPLETO;REVISTA DE ENSINO EM ARTES, MODA E DESIGN, V. 1, N. 1 (ISSN 2594  4630);-;-;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://IIISEMINARIOESTETI.WIXSITE.COM/SEMINARIO;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985067;2;10;OBRA UNICA;CED;-;-;ESPANHOL;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985068;2;10;ARTE, CIUDAD Y ESFERA PUBLICA EN CHILE;METALES PESADOS;-;-;ESPANHOL E INGLES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985071;2;10;RESUMO;UFRJ;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985076;2;10;TEXTO DE CATALOGO;ASSOCIACAO PARA O PATRONATO CONTEMPORANEO;SAO PAULO;BRASIL;PORTUGUES;204;9788566741063;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985111;2;10;REVISOR DE TEXTO;RIO BOOKS;RIO DE JANEIRO, RIO DE JANEIRO;BRASIL;BRETAO;108;9788561556990;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985115;2;10;TEXTO DE CATALOGO;GALERIA FRENTE;SAO PAULO;BRASIL;PORTUGUES;6;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985151;2;10;"APRESENTACAO DE TRABALHO EM EVENTO; SEM PUBLICACAO";FCRB;-;-;INGLES;-;-;OUTRO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985194;2;10;ORGANIZACAO DE REVISTA;RIO BOOKS;RIO DE JANEIRO;BRASIL;PORTUGUES;168;1809-0540;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985209;2;10;DISSERTACAO;UFRJ;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985232;2;10;TEXTO PARA O CATALOGO;CIUDAD DEL MEXICO;-;-;ESPANHOL;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985248;2;10;COMPLETO;EBA/UFRJ;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985274;2;10;COMPLETO;LABHOI/UFF;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985281;2;10;PEQUENOS VERBETES SOBRE TRABALHOS CONTEMPORANEOS QUE PENSASSEM O FEMININO;BRAVO;-;-;PORTUGUES;-;-;MEIO DIGITAL;HTTP://BRAVO.VC/SEASONS/S01/E04/;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985302;2;10;RESUMO;UFRJ/EBA;-;-;PO;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985334;2;10;TEXTO DE CATALOGO;SIMOES DE ASSIS GALERIA DE ARTE;CURIIBA;BRASIL;PORTUGUES;25;-;MEIO DIGITAL;HTTP://WWW.SIMOESDEASSIS.COM.BR/PT-BR/HOME/ARQUIVONEWSLETTER/?NEWSLETTERARQUIVOID=37;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985377;2;10;COMPLETO;GALERIA DA ESCOLA DE BELAS ARTES DA UFMG;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985381;2;10;TEXTO DE FOLDER;ROBERTO ALBAN GALERIA;SALVADOR;BRASIL;PORTUGUES;6;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985395;2;10;COMPLETO;FUNARTE;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985400;2;10;TEXTO DE CATALOGO;MUSEU DO ESTADO DE PERNAMBUCO;RECIFE;BRASIL;PORTUGUES;78;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985459;2;10;COMPLETO;DO EXPOSITOR;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985488;2;10;TEXTO DE CATALOGO;ASSOCIACAO PARA O PATRONATO CONTEMPORANEO;SAO PAULO;BRASIL;PORTUGUES;204;9788566741063;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985494;2;10;TEXTO PARA EXPOSICAO DE ARTES VISUAIS;UFRJ;-;-;BRASIL;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985505;2;10;COLETANEA;DELDUQUE PRODUCOES;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985517;2;10;TEXTO DE FOLDER;CASA TRIANGULO;SAO PAULO;BRASIL;PORTUGUES;32;-;MEIO DIGITAL;HTTP://WWW.CASATRIANGULO.COM/MEDIA/PDF/VM_CT2017_PREVIEW.PDF;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985525;2;10;COMPLETO;UFRJ;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985542;2;10;ENSAIO;MALBA;BUENOS AIRES;BRASIL;PORTUGUES;1;-;MEIO DIGITAL;HTTP://WWW.MALBA.ORG.AR/COLECCION-ONLINE/ALFABETICO/P/?IDOBRA=2001.134;-;0
31001017089P9;ARTES VISUAIS;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;2017;21985556;2;10;TEXTO DE FOLDER;SANTANDER CULTURAL;PORTO ALEGRE;BRASIL;PORTUGUES;30;-;IMPRESSO;-;-;0
33141010001P4;SANIDADE,SEGURANCA ALIMENTAR E AMBIENTAL NO AGRONEGOCIO;IBSP;INSTITUTO BIOLOGICO;2017;21986019;2;10;DOCUMENTO TECNICO 031;INSTITUTO BIOLOGICO;SAO PAULO;BRASIL;PORTUGUES;20;1983-134X;MEIO DIGITAL;HTTP://WWW.BIOLOGICO.SP.GOV.BR/DOCS/DT/BREVIPALPUS_PHOENICIS.PDF;-;0
33141010001P4;SANIDADE,SEGURANCA ALIMENTAR E AMBIENTAL NO AGRONEGOCIO;IBSP;INSTITUTO BIOLOGICO;2017;21986071;2;10;BOLETIM TECNICO;INSTITUTO BIOLOGICO;SAO PAULO;BRASIL;PORTUGUES;2;-;MEIO DIGITAL;HTTP://WWW.SICA.BIO.BR/GUIABIOLOGICO/BUSCA_CULTURAS_RESULTADO_OK.PHP?ID=155&VLT=2;-;0
33141010001P4;SANIDADE,SEGURANCA ALIMENTAR E AMBIENTAL NO AGRONEGOCIO;IBSP;INSTITUTO BIOLOGICO;2017;21986072;2;10;BOLETIM TECNICO;INSTITUTO BIOLOGICO;SAO PAULO;BRASIL;PORTUGUES;2;-;MEIO DIGITAL;HTTP://WWW.SICA.BIO.BR/GUIABIOLOGICO/BUSCA_CULTURAS_RESULTADO_OK.PHP?ID=150&VLT=2;-;0
33141010001P4;SANIDADE,SEGURANCA ALIMENTAR E AMBIENTAL NO AGRONEGOCIO;IBSP;INSTITUTO BIOLOGICO;2017;21986092;2;10;BOLETIM TECNICO;INSTITUTO BIOLOGICO;SAO PAULO;BRASIL;PORTUGUES;126;25946080;MEIO DIGITAL;HTTP://201.55.42.151/UPLOADS/FILES/PDF/BOLETINS/ALFACE_2017/BOLETIM_ALFACE.PDF;-;0
33141010001P4;SANIDADE,SEGURANCA ALIMENTAR E AMBIENTAL NO AGRONEGOCIO;IBSP;INSTITUTO BIOLOGICO;2017;21986144;2;10;BOLETIM TECNICO;INSTITUTO BIOLOGICO;SAO PAULO;BRASIL;PORTUGUES;2;-;MEIO DIGITAL;HTTP://WWW.SICA.BIO.BR/GUIABIOLOGICO/BUSCA_CULTURAS_RESULTADO_OK.PHP?ID=157&VLT=9&BUSCA=LMV;-;0
